Code,Number of H-Donors,Number of H-Acceptors,Number of Rotatable bonds,CLogP,Number of Rings,PSA,ID,ROMol,Saltdata,SMILES
P7119471077,0,4,5,4.300000000000000e+000,6,7.650000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7030>,,O=c1c2c3nc4ccccc4nc3n(CCc3ccccc3)c2ncn1Cc1ccco1
P7119250052,1,5,5,2.400000000000000e+000,4,9.330000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7090>,,COc1cc(NS(=O)(=O)c2ccc3c4c(cccc24)C(=O)N3C)cc(OC)c1
P7118351690,0,4,5,3.200000000000000e+000,2,1.003000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D70F0>,,COc1ccc(N(C(=O)C(C)C)S(=O)(=O)c2cccs2)cc1
P7118350664,2,5,5,2.700000000000000e+000,2,9.320000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7150>,,COc1ccc(OC)c(S(=O)(=O)Nc2cc(Cl)ccc2O)c1
P7118070067,0,5,6,4.600000000000000e+000,4,7.809999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D71B0>,,Fc1ccc(-n2ncc3c(SCCOc4ccccc4)ncnc32)cc1
P7117100154,0,2,3,4.800000000000000e+000,3,2.950000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7210>,,Cc1ccc(N(C)C(=O)Oc2ccc3ccccc3c2)cc1
P7115750081,2,5,4,1.600000000000000e+000,3,9.490000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7270>,,O=C(O)CCCN1C(=O)c2cccc3c(O)ccc(c23)C1=O
P7114830463,1,2,4,3.800000000000000e+000,4,5.460000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D72D0>,,O=S(=O)(NC12CC3CC(CC(C3)C1)C2)c1cccc(C(F)(F)F)c1
P7114830460,1,2,4,4.200000000000000e+000,2,5.460000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7330>,,O=S(=O)(NC1CCCCC1)c1ccc(Cl)c(C(F)(F)F)c1
P7114830227,1,2,4,4.500000000000000e+000,4,5.460000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7390>,,O=S(=O)(NC12CC3CC(CC(C3)C1)C2)c1ccc(Cl)c(C(F)(F)F)c1
P7114551525,0,5,6,4.800000000000000e+000,4,1.023000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D73F0>,,COc1ccc(S(=O)(=O)N(C(=O)c2ccc(Cl)cc2)c2ccc3oc(C)c(C(C)=O)c3c2)cc1
P7114510209,3,5,5,1.700000000000000e+000,3,1.061000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7450>,,CC1=C(C(N)=O)C(c2ccc(Cl)cc2Cl)n2nc(CCCO)nc2N1
P7114510205,3,5,5,6.000000000000000e-001,3,1.061000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D74B0>,,CC1=C(C(N)=O)C(c2ccccc2F)n2nc(CCCO)nc2N1
P7113250022,1,5,5,1.600000000000000e+000,1,1.194000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7510>,,O=C(O)CS(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
P7111610067,1,3,3,4.400000000000000e+000,3,6.189999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7570>,,N#Cc1nc(-c2ccc(Cl)cc2)oc1NC1CCCCC1
P7111610066,1,3,3,4.200000000000000e+000,3,6.189999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D75D0>,,Cc1ccc(-c2nc(C#N)c(NC3CCCCC3)o2)cc1
P7111610064,1,3,3,3.800000000000000e+000,3,6.189999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7630>,,N#Cc1nc(-c2ccccc2)oc1NC1CCCCC1
P7110952686,2,4,3,2.800000000000000e+000,3,5.070000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7690>,,COc1cc2c(cc1OC)C(c1ccc(O)cc1)NCC2
P7110940339,1,6,5,3.400000000000000e+000,2,9.760000000000002e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D76F0>,,COc1ccc(C(=O)CSc2nc(C)cc(O)n2)cc1C
P7110940319,1,7,5,3.800000000000000e+000,3,1.105000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7750>,,COc1ccc(C(=O)CSc2nc(O)c3c(C)cc(C)nc3n2)cc1
P7110320053,0,5,4,3.300000000000000e+000,4,1.144000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D77B0>,,Cc1csc2nc(CSc3nnnn3-c3ccccc3)c(Br)n12
P7020721869,1,5,5,4.100000000000000e+000,4,9.750000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7810>,,Cc1ccc(NC(=O)CSc2nnc3cc(-c4ccccc4)nc(C)n23)cc1
P7020720954,1,3,2,2.800000000000000e+000,3,3.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7870>,,Cc1nc2c(c(NC3CCCCC3)n1)CCC2
P7020720953,1,3,2,2.400000000000000e+000,2,3.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D78D0>,HCl,Cc1cc(NC2CCCCC2)ncn1.Cl
P7020720938,1,7,7,2.200000000000000e+000,2,1.023000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7930>,HCl,CCOC(=O)c1cnc(SC)nc1NCc1ccccn1.Cl
P7020632942,2,5,4,4.200000000000000e+000,4,1.034000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7990>,,Cc1ccc(-c2csc3ncnc(Nc4cccc(C(=O)O)c4)c23)cc1
P7020600813,1,6,6,2.000000000000000e+000,2,1.063000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D79F0>,,C=CCNC1CS(=O)(=O)CC1S(=O)(=O)c1cc(C)c(OC)cc1C
P7020600746,1,6,6,3.000000000000000e+000,3,1.063000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7A50>,,COc1ccc(C)cc1S(=O)(=O)C1CS(=O)(=O)CC1NCc1ccccc1C
P7020580497,1,5,4,4.200000000000000e+000,3,8.690000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7AB0>,,CSc1nc(NC2CCCC2)c(C#N)c(-c2ccccc2)n1
P7020580396,1,7,4,2.800000000000000e+000,3,1.294000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7B10>,,CSc1nc(NC2CCS(=O)(=O)C2)c(C#N)c(-c2ccc(C)cc2)n1
P7020580394,2,6,6,3.800000000000000e+000,2,1.071000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7B70>,,CCC(CO)Nc1nc(SC)nc(-c2ccc(Cl)cc2)c1C#N
P7020580292,2,6,7,4.600000000000000e+000,2,1.071000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7BD0>,,CCC(CO)Nc1nc(SC)nc(-c2ccc(C(C)(C)C)cc2)c1C#N
P7020580273,2,6,6,4.100000000000000e+000,2,1.071000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7C30>,,CSc1nc(NCC(C)O)c(C#N)c(-c2ccc(C(C)(C)C)cc2)n1
P7020580149,1,5,6,1.400000000000000e+000,3,1.090000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7C90>,,C=CCN1C(=O)COc2ccc(-c3nc(NC(=O)COC)sc3C)cc21
P7020580141,1,4,4,1.700000000000000e+000,3,9.980000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7CF0>,,C=CCN1C(=O)COc2ccc(-c3nc(NC(C)=O)sc3C)cc21
P7020570032,2,8,6,1.500000000000000e+000,2,1.318000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7D50>,,COc1ccc(NC(=O)CSc2cnnc(O)n2)cc1OC
P7020570026,3,8,5,3.000000000000000e-001,2,1.818000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7DB0>,,NS(=O)(=O)c1ccc(NC(=O)CSc2cnnc(O)n2)cc1
P7020570014,2,9,7,1.600000000000000e+000,2,1.807000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7E10>,,CCOC(=O)c1sc(NC(=O)CSc2nc(O)nnc2C)nc1C
P7020531189,1,4,3,2.900000000000000e+000,4,8.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7E70>,,CC(=O)Nc1ccc(S(=O)(=O)N2CCc3cc4cccc(C)c4nc32)cc1
P7020531174,0,4,3,4.800000000000000e+000,4,6.790000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7ED0>,,COc1cc(C)c(C)cc1S(=O)(=O)N1CCc2cc3cccc(C)c3nc21
P7020531170,0,5,4,3.800000000000000e+000,4,7.709999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7F30>,,COc1ccc(S(=O)(=O)N2CCc3cc4cccc(C)c4nc32)c(OC)c1
P7020531161,0,3,3,5.000000000000000e+000,4,5.870000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0D7F90>,,Cc1cccc2cc3c(nc12)N(S(=O)(=O)c1ccc(C(C)C)cc1)CC3
P7020531123,0,3,2,4.100000000000000e+000,4,4.240000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4030>,,COc1ccc(C(=O)N2CCc3cc4cccc(C)c4nc32)cc1
P7020530855,0,3,3,4.000000000000000e+000,4,5.870000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4090>,,O=S(=O)(Cc1ccc(Cl)cc1)N1CCc2cc3ccccc3nc21
P7020526960,2,6,7,2.100000000000000e+000,2,1.133000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E40F0>,,COC(=O)c1ccc(CSc2nc(C)c(CCO)c(=O)[nH]2)cc1
P7020526917,3,7,7,6.000000000000000e-001,2,1.743000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4150>,,CC(=O)c1sc(NC(=O)CSc2nc(C)c(CCO)c(=O)[nH]2)nc1C
P7020460236,1,4,3,1.400000000000000e+000,3,9.980000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E41B0>,,CCN1C(=O)COc2ccc(-c3nc(NC(C)=O)sc3C)cc21
P7020402297,0,3,4,3.200000000000000e+000,2,6.740000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4210>,,CCOC(=O)c1sc(-c2ccc(F)cc2)nc1C
P7020370080,3,5,3,4.800000000000000e+000,3,8.250000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4270>,HCl,Cc1ccc(O)c(Nc2c(C(=O)O)cnc3c(C)cc(C)cc23)c1.Cl
P7020370046,2,4,4,5.000000000000000e+000,3,6.220000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E42D0>,HCl,Cc1cccc2c(Nc3cccc(C(F)(F)F)c3)c(C(=O)O)cnc12.Cl
P7020370015,3,5,4,2.200000000000000e+000,3,8.250000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4330>,HCl,Cl.O=C(O)c1cnc2c(ccc3ccccc32)c1NCCO
P7020160690,2,6,7,3.700000000000000e+000,2,1.071000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4390>,,CSc1nc(NCCCO)c(C#N)c(-c2ccc(C(C)(C)C)cc2)n1
P7020160689,2,6,6,3.700000000000000e+000,2,1.071000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E43F0>,,CSc1nc(NCCO)c(C#N)c(-c2ccc(C(C)(C)C)cc2)n1
P7020141026,0,4,4,4.900000000000000e+000,5,8.570000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4450>,,O=C(CSc1nnc2ccc3ccccc3n12)c1cc2ccccc2o1
P7020140886,1,5,5,3.600000000000000e+000,4,9.750000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E44B0>,,O=C(CSc1nnc2cc(-c3ccccc3)ncn12)Nc1ccccc1
P7019081259,3,6,5,5.000000000000000e-001,2,9.530000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4510>,,O=C(O)c1nc(NCCCO)c2ccccc2n1
P7019081257,2,5,3,2.900000000000000e+000,3,7.509999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4570>,,O=C(O)c1nc(NC2CCCCC2)c2ccccc2n1
P7019080356,2,5,3,2.700000000000000e+000,3,7.509999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E45D0>,HCl,Cl.O=C(O)c1ccc2c(NC3CCCC3)ncnc2c1
P7018850983,0,1,2,4.500000000000000e+000,4,1.730000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4630>,,Cc1ccn2cc(-c3ccc(-c4ccccc4)cc3)nc2c1
P7018810807,2,6,5,2.000000000000000e+000,2,1.133000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4690>,,CC(NC(=O)CSc1cnnc(O)n1)c1ccccc1
P7018810761,2,6,4,2.600000000000000e+000,2,1.133000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E46F0>,,Cc1ccc(NC(=O)CSc2cnnc(O)n2)cc1C
P7018810579,2,6,5,3.500000000000000e+000,2,1.133000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4750>,,Cc1nnc(O)nc1SCC(=O)Nc1cc(C(F)(F)F)ccc1Cl
P7018810566,2,6,5,1.100000000000000e+000,2,1.264000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E47B0>,,Cc1nnc(O)nc1SCC(=O)NCc1ccco1
P7018810551,2,8,8,2.600000000000000e+000,2,1.396000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4810>,,CCCOC(=O)c1ccc(NC(=O)CSc2nc(O)nnc2C)cc1
P7018810424,2,9,6,6.000000000000000e-001,3,1.132000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4870>,,Cc1nnc(N/N=C/c2ccncc2)nc1N/N=C/c1ccncc1
P7018801347,2,4,2,7.000000000000000e-001,2,6.580000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E48D0>,,O=c1cnnc(NC2CCCC2)[nH]1
P7018790057,2,5,6,5.000000000000000e+000,4,1.162000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4930>,,CCCc1cc(=O)n2c(C(=O)Nc3cccc(C)c3)c(C(=O)Nc3ccc(Cl)cc3C)sc2n1
P7018771476,0,4,4,4.900000000000000e+000,5,5.700000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4990>,,COc1ccc(C(=O)Cn2c3ccccc3c3nc4ccccc4nc32)cc1
P7018720325,1,3,4,4.800000000000000e+000,4,9.000000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E49F0>,,Cc1ccc(Cl)cc1NC(=O)C(C)n1cnc2sc(-c3ccccc3)cc2c1=O
P7018670048,1,3,2,4.300000000000000e+000,3,3.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4A50>,,Brc1ccc2ncnc(NC3CCCCCC3)c2c1
P7018655636,0,1,1,2.700000000000000e+000,3,1.730000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4AB0>,,Fc1ccc(-c2cn3ccccc3n2)cc1
P7017670004,1,3,2,3.400000000000000e+000,3,3.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4B10>,,Brc1ccc2ncnc(NC3CCCC3)c2c1
P7017670003,1,3,2,3.600000000000000e+000,3,3.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4B70>,,c1ccc2c(NC3CCCCCC3)ncnc2c1
P7017550383,3,5,4,2.400000000000000e+000,2,8.250000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4BD0>,HCl,Cc1c(Cl)ccc2c(NCCO)c(C(=O)O)cnc12.Cl
P7017550367,2,6,5,4.700000000000000e+000,3,8.070000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4C30>,HCl,COc1ccc(Nc2c(C(=O)O)cnc3c(C)c(Cl)ccc23)c(OC)c1.Cl
P7016390396,2,6,8,1.500000000000000e+000,3,1.516000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4C90>,,COc1ccc(CCNC(=O)Cn2cnc3sc(C(N)=O)c(C)c3c2=O)cc1OC
P7016350283,1,3,2,4.500000000000000e+000,4,3.640000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4CF0>,,Cc1nc2ccc(Br)cc2c(O)c1CN1CCc2ccccc2C1
P7016350264,1,3,2,3.800000000000000e+000,4,3.640000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4D50>,,Cc1nc2ccccc2c(O)c1CN1CCc2ccccc2C1
P7016350044,1,5,6,3.300000000000000e+000,3,4.280000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4DB0>,,CCN1CCN(Cc2c(C)nc3ccc(N(CC)CC)cc3c2O)CC1
P7016350006,1,3,2,4.000000000000000e+000,4,3.640000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4E10>,,Cc1nc2ccc(F)cc2c(O)c1CN1CCc2ccccc2C1
P7016270351,0,3,5,4.200000000000000e+000,4,7.009999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4E70>,,O=c1c2cc(-c3ccccc3)sc2ncn1CCOc1ccccc1
P7016270226,1,3,5,4.800000000000000e+000,4,9.000000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4ED0>,,O=C(Cn1cnc2sc(-c3ccccc3)cc2c1=O)Nc1cc(C(F)(F)F)ccc1Cl
P7016270205,1,3,4,3.200000000000000e+000,4,9.000000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4F30>,,O=C(Cn1cnc2sc(-c3ccccc3)cc2c1=O)Nc1ccccc1
P7016270204,1,3,5,2.400000000000000e+000,4,1.032000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0E4F90>,,O=C(Cn1cnc2sc(-c3ccccc3)cc2c1=O)NCc1ccco1
P7016000361,4,8,6,1.800000000000000e+000,3,1.856000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0BBBD0>,,Nc1cc(=O)[nH]c(SCc2ccccc2CSc2nc(N)cc(=O)[nH]2)n1
P7015880278,0,6,7,3.000000000000000e+000,3,1.088000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0BBE70>,,COCCOC(=O)Cn1nnc2sc(-c3ccccc3)cc2c1=O
P7015870187,1,4,6,4.400000000000000e+000,4,1.024000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0BBDB0>,,O=C(Cn1nnc2sc(-c3ccccc3)cc2c1=O)NCCc1ccccc1
P7015870153,1,4,5,4.100000000000000e+000,4,1.024000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0BBCF0>,,O=C(Cn1nnc2sc(-c3ccccc3)cc2c1=O)NCc1ccccc1
P7015870152,1,4,4,4.100000000000000e+000,4,1.024000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0BBED0>,,O=C(Cn1nnc2sc(-c3ccccc3)cc2c1=O)Nc1ccccc1
P7015870151,1,4,5,3.300000000000000e+000,4,1.155000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74F0BBE10>,,O=C(Cn1nnc2sc(-c3ccccc3)cc2c1=O)NCc1ccco1
P7015810026,2,4,5,3.400000000000000e+000,5,9.900000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D02EBD0>,,Nc1c(C(=O)NCc2ccccc2)c2nc3ccccc3nc2n1Cc1ccco1
P7015550286,1,3,2,2.700000000000000e+000,2,3.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74D02EAB0>,HCl,Cc1cc(C)nc(NC2CCCCC2)n1.Cl
P7015070029,4,6,6,-5.000000000000000e-001,2,1.074000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080030>,,O=C(NCCO)c1nc(NCCO)c2ccccc2n1
P7015070024,2,4,6,3.700000000000000e+000,4,6.690000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080090>,,O=C(NCc1ccccc1)c1nc(NCc2ccccc2)c2ccccc2n1
P7015070001,2,4,4,3.700000000000000e+000,4,6.690000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0800F0>,,O=C(Nc1ccccc1)c1nc(Nc2ccccc2)c2ccccc2n1
P7014650202,1,4,6,4.600000000000000e+000,3,5.119999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080150>,,CCOC(=O)c1cnc2c(C)c(C)ccc2c1NCc1ccccc1
P7014320479,2,4,4,4.200000000000000e+000,5,9.470000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0801B0>,,CC1CCc2c(sc3ncnc(NCCc4nc5ccccc5[nH]4)c23)C1
P7014320060,1,6,6,3.500000000000000e+000,3,1.016000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080210>,,CCOC(=O)c1sc2ncnc(Nc3ccc(OC)cc3)c2c1C
P7014260781,0,6,6,4.300000000000000e+000,3,7.109999999999998e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080270>,,COC(=O)C(C)Oc1ccc2c(=O)c(Oc3cc(C)cc(C)c3C)coc2c1
P7013990087,1,5,6,2.600000000000000e+000,3,1.163000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0802D0>,,CCOC(=O)c1sc2ncn(CC(=O)NC3CCCCC3)c(=O)c2c1C
P7013990076,1,3,4,3.500000000000000e+000,4,9.000000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080330>,,O=C(Cn1cnc2sc(-c3ccccc3)cc2c1=O)NC1CCCCC1
P7013980245,1,6,9,4.100000000000000e+000,3,6.970000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080390>,,CCOC(=O)c1cnc2ccc(F)cc2c1NCCc1ccc(OC)c(OC)c1
P7013980235,1,5,6,3.700000000000000e+000,3,6.830000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0803F0>,,CCOC(=O)c1cnc2ccc(F)cc2c1Nc1ccc(C(C)=O)cc1
P7013980184,1,5,6,2.700000000000000e+000,3,6.409999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080450>,,CCOC(=O)c1cnc2ccc(F)cc2c1NCc1cccnc1
P7013980091,1,6,7,3.900000000000000e+000,3,7.330000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0804B0>,,CCOC(=O)c1nc(Nc2ccc(OC(C)C)cc2)c2ccccc2n1
P7013980068,1,5,5,3.900000000000000e+000,3,6.409999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080510>,,CCOC(=O)c1nc(Nc2ccc(Br)cc2)c2ccccc2n1
P7013980006,1,5,5,3.600000000000000e+000,3,6.409999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080570>,,CCOC(=O)c1nc(Nc2ccc(C)cc2)c2ccccc2n1
P7013870443,2,5,5,4.900000000000000e+000,3,7.150000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0805D0>,,CCOC(=O)c1cnc2ccc(Cl)cc2c1Nc1cc(Cl)ccc1O
P7013870150,3,6,4,1.500000000000000e+000,2,9.530000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080630>,,CC(O)C(Nc1ncnc2ccc(Br)cc12)C(=O)O
P7013831110,1,4,6,3.500000000000000e+000,4,9.920000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080690>,,CCOc1ccccc1NC(=O)Cn1cnc2sc(-c3ccccc3)cc2c1=O
P7013830872,0,4,4,3.600000000000000e+000,3,8.719999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0806F0>,,COC(=O)c1sc2ncn(Cc3cccc(Cl)c3)c(=O)c2c1C
P7013830868,0,4,4,3.400000000000000e+000,3,8.719999999999999e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080750>,,COC(=O)c1sc2ncn(Cc3cccc(C)c3)c(=O)c2c1C
P7013830795,1,5,6,3.500000000000000e+000,3,1.163000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0807B0>,,CCOC(=O)c1sc2ncn(CC(=O)Nc3ccc(Cl)cc3C)c(=O)c2c1C
P7013830105,0,3,4,4.700000000000000e+000,3,7.930000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080810>,,Cc1sc2ncnc(SCCc3ccccc3)c2c1C
P7013830022,0,4,3,3.900000000000000e+000,3,9.640000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080870>,,CC(=O)C(C)Sc1ncnc2sc3c(c12)CCC(C)C3
P7013170379,1,5,6,3.100000000000000e+000,2,9.180000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0808D0>,,CCOC(=O)c1csc(N/N=C/c2ccc(Cl)cc2)n1
P7013170283,0,3,1,4.700000000000000e+000,5,8.290000000000001e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080930>,,O=C1c2sc3nc4ccccc4n3c2C(=O)N1c1cc(Cl)ccc1Cl
P7013110106,2,8,5,-1.000000000000000e-001,2,1.641000000000000e+002,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080990>,,Cc1nnc(SCCSc2nnc(C)n2N)n1N
P7013060654,1,6,9,4.900000000000000e+000,4,7.750000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E0809F0>,,CCOC(=O)c1cnc2c(ccc3ccccc32)c1NCCOC(=O)c1ccc(C)cc1
P7013060595,1,3,2,4.000000000000000e+000,3,3.640000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080A50>,,Cc1nc2ccc(Br)cc2c(O)c1CN1CCC(C)CC1
P7013060457,2,7,8,1.300000000000000e+000,2,9.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080AB0>,,CCOC(=O)c1cnc2ccc(C(=O)OC)cc2c1NCCO
P7013060067,1,3,3,4.000000000000000e+000,3,3.780000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080B10>,,CC(Nc1ncnc2ccc(Br)cc12)c1ccccc1
P7013060064,2,4,6,2.600000000000000e+000,2,5.800000000000000e+001,,<rdkit.Chem.rdchem.Mol object at 0x000001B74E080B70>,,OCCCCCNc1ncnc2ccc(Br)cc12
