Molecule ChEMBL ID,SMILES
CHEMBL4748423,CC(C)c1cc(C2(C(F)(F)F)N=N2)cc(C(C)C)c1CO
CHEMBL484574,CCCCN(C)C(=O)Cc1c(-c2ccc(O)cc2)nc2c(Cl)cc(Cl)cn12
CHEMBL363211,Cc1cc(-c2nncc3c(C(C)(C)C)c(OCc4ncnn4C)nn23)no1
CHEMBL4549667,CN1C(=O)[C@@H](N2CCc3c(nn(Cc4ccccc4)c3Br)C2=O)COc2ccccc21
CHEMBL2322939,COc1ccc(C(O)C(F)(F)C(=O)c2ccc3ccccc3c2)cc1
CHEMBL3322879,Nc1ncc(C(=O)O)cc1I
CHEMBL12,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
CHEMBL1800685,O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1
CHEMBL4744848,COc1ccc2c(c1)-n1ncc(C(=O)Nc3ccccc3)c1NC2
CHEMBL4781884,COc1ccc2cnc3c(C(=O)NC4CCCCC4)cnn3c2c1
CHEMBL521304,CN(C(=O)Cc1c(-c2nccs2)nc2c(Cl)cc(Cl)cn12)c1ccccc1
CHEMBL1270361,CCOC(=O)c1cncn1[C@H](C)c1ccc(C2(C(F)(F)F)N=N2)cc1
CHEMBL211350,NCCCCc1nonc1O
CHEMBL30106,Cc1cccc(C)c1O
CHEMBL1681900,Clc1ccc(-n2nc3c4c(ncc3c2OCC2CC2)CCCC4)cc1
CHEMBL54341,O=c1cc(-c2cccc([N+](=O)[O-])c2)oc2ccc(Br)cc12
CHEMBL519743,COc1cc(CCc2ccc(OC)c(OC)c2)cc(OC)c1
CHEMBL519654,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)c(N)c2)nc2c(Cl)cc(Cl)cn12.Cl
CHEMBL1681885,Clc1ccc(-n2nc3c(cnc4ccccc43)c2OCC2CC2)cc1
CHEMBL220661,CCCN(CCC)C(=O)Cc1c(-c2nccs2)nc2c(Cl)cc(Cl)cn12
CHEMBL1681899,Clc1ccc(-n2nc3c(cnc4ccc(-n5ccnc5)cc43)c2OCC2CC2)cc1
CHEMBL1081862,Cc1cc(Cc2nc3n(n2)Cc2c(C)ncn2-c2ccc(Cl)cc2-3)on1
CHEMBL1081139,Cc1cc(Cc2nc3n(n2)Cc2c(C)ncn2-c2ccc(OC(F)(F)F)cc2-3)on1
CHEMBL1681890,Clc1ccc(-n2nc3c4c(ncc3c2OCc2ccccc2Cl)CCCCC4)cc1
CHEMBL1270261,CCOC(=O)c1cncn1C(C)c1ccc(C2(C(F)(F)F)N=N2)cc1
CHEMBL444096,CCOC(=O)C1=C(C)NC(=O)NC1c1cccc(O)c1
CHEMBL1334361,COC(=O)C1=C(C)NC(=O)NC1c1ccccc1
CHEMBL278470,O=C(NCc1ccc(O)c(O)c1)C(=O)c1c[nH]c2ccc(Cl)cc12
CHEMBL485589,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)c(NC(=O)CCC(=O)O)c2)nc2c(Cl)cc(Cl)cn12
CHEMBL520662,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(NC(=O)CC(=O)O)cccn12
CHEMBL509338,CP(=O)(O)[C@]1(O)C[C@H](N)C1
CHEMBL484750,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(NC(=O)CCC(=O)O)cccn12
CHEMBL355921,N[C@H]1CC=C(C(=O)O)C1
CHEMBL4744361,Cc1c(F)c(Nc2cnc3c(c2)OCC(=O)N3C)cc2c1ncn2CC1CC1
CHEMBL2315220,CCc1nn(O)cc1CN
CHEMBL211542,NCCCc1nonc1O
CHEMBL1204071,Cl.On1cc(C2CCNCC2)cn1
CHEMBL3115200,COc1cc(O)cc(/C=C\c2cccc(O)c2)c1
CHEMBL1996501,CCOC(=O)C1=C(C)N(C)C(=S)NC1c1cccc(O)c1
CHEMBL1081861,Cc1noc(Cc2nc3n(n2)Cc2c(C)ncn2-c2ccc(Br)cc2-3)n1
CHEMBL1077518,COc1ccc2c(c1)-c1nc(Cc3cc(C)no3)nn1Cc1c(C)ncn1-2
CHEMBL5087818,O=C(Nc1c(-c2cccs2)nc2ccc(I)cn12)c1ccc(Cl)cc1
CHEMBL4244933,O=C(C12CC3CC(CC(C3)C1)C2)C(F)(F)C(O)c1ccccc1
CHEMBL4593677,CC1=C(C#N)C(c2ccc3[nH]nc(C)c3c2)C(C#N)=C(C)N1
CHEMBL521180,CCCCN(C)C(=O)Cc1c(-c2ccc(Cl)c([N+](=O)[O-])c2)nc2c(Cl)cc(Cl)cn12
CHEMBL483596,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2c(NC(=O)CCC(=O)OCC)cccn12
CHEMBL1681888,Clc1ccccc1COc1c2cnc3ccccc3c2nn1-c1ccc2c(c1)OCO2
CHEMBL5069550,O=C(Nc1c(-c2cccs2)nc2ccc(F)cn12)c1ccc(Cl)cc1
CHEMBL2442940,CN(C(=O)Cn1c(=O)oc2ccc(-c3cccnc3)cc21)c1ccc(C(F)(F)F)cc1
CHEMBL4463578,N.N.N.N.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)OP(=O)(O)O)[C@H]2OC3(CCCCC3)O[C@H]21
CHEMBL4099890,Cl.NCC(Cl)CC(=O)O
CHEMBL1080398,Cc1ncn2c1Cn1nc(CC3CC3)nc1-c1cc(Br)ccc1-2
CHEMBL2322932,CC(C)[Si](O[C@H](C)C[C@@H](O)C(F)(F)C(=O)c1ccc2c(c1)OCO2)(C(C)C)C(C)C
CHEMBL1094514,Cc1cc(C(O)(c2ccc3c(cnn3-c3ccc(F)cc3)c2)C(F)(F)F)ccc1F
CHEMBL4204250,COC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1
CHEMBL4097778,CN1C(=O)[C@@H](N2CCc3cn(CC4CCS(=O)(=O)CC4)nc3C2=O)COc2ccccc21
CHEMBL701,NCC(CC(=O)O)c1ccc(Cl)cc1
CHEMBL4244940,CC(=O)c1ccc(C(O)C(F)(F)C(=O)c2ccccn2)cc1
CHEMBL2315224,NCc1cn(O)nc1CCc1ccccc1
CHEMBL1681886,Clc1ccc(-n2nc3c(cnc4ccccc43)c2OCc2ccccc2Cl)cc1
CHEMBL1681896,FC(F)(F)c1ccccc1COc1c2cnc3c(c2nn1-c1ccc(Cl)cc1)CCCC3
CHEMBL20042,O=C1C2C=Nc3ccccc3C2=NN1c1ccc(Cl)cc1
CHEMBL2322936,O=C(c1ccc2ccccc2c1)C(F)F
CHEMBL1681893,Clc1ccc(-n2nc3c4c(ncc3c2OCc2cccc(Cl)c2)CCCC4)cc1
CHEMBL61834,Cl.Cl.NCCCC(=O)NCCCCCCNC(=O)CCCN
CHEMBL379553,O=C(Nc1c(-c2ccccc2)nc2ccccn12)c1ccccc1
CHEMBL453066,COC(=O)c1cc2c(cn1)[nH]c1ccccc12
CHEMBL1096467,N#Cc1cc(C(O)(c2ccc3c(cnn3-c3ccc(F)cc3)c2)C(F)(F)F)ccc1F
CHEMBL1094208,OC(c1ccc2c(cnn2-c2ccc(F)cc2)c1)(c1cccc(Cl)c1Cl)C(F)(F)F
CHEMBL2322941,C/C=C/C=C/C(O)C(F)(F)C(=O)c1ccc2ccccc2c1
CHEMBL2322942,O=C(c1ccc2ccccc2c1)C(F)(F)C(O)C1CCCCC1
CHEMBL543334,CCCCNC(=O)CCCN.Cl
CHEMBL236789,CCOC(=O)C1=C(C)NC(=S)NC1c1cccc(O)c1
CHEMBL2315217,Cc1nn(O)c(C)c1CN
CHEMBL1080396,Cc1ncn2c1Cn1nc(C(C)(C)C)nc1-c1cc(Br)ccc1-2
CHEMBL30018,CC(C)c1ccccc1O
CHEMBL2322946,CC(C)(C)c1cc(C(C)(C)C)c2c(c1)C(O)(C(F)(F)F)C(=O)O2
CHEMBL393502,CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(O)c(O)c1
CHEMBL4793157,COc1ccc2c(c1)-n1ncc(C(=O)NCc3ccco3)c1NC2
CHEMBL17603,CC1(C)CC(=O)c2c(SCCO)sc(-c3nccs3)c2C1
CHEMBL4462568,CC1(C)O[C@@H]2[C@H](O1)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]2n1cnc2c(N)ncnc21.N.N.N.N
CHEMBL447036,CP(=O)(O)[C@H]1C[C@H](N)C1
CHEMBL1241348,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O
CHEMBL4757992,CN1CC[C@]2(O)c3cc(I)ccc3N(C)[C@]12c1ccccc1
CHEMBL521901,O=C(N[C@@H]1CCc2ccccc21)C(=O)c1c[nH]c2ccc([N+](=O)[O-])cc12
CHEMBL2322933,CC1(C)C2CCC(C(O)C(F)(F)C(=O)c3ccc4c(c3)OCO4)C1C2
CHEMBL4521594,NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2)ccc1Oc1cccc(Cl)c1
CHEMBL334014,N[C@]1(C(=O)O)[C@H]2[C@@H](C[C@@H]1F)[C@@H]2C(=O)O
CHEMBL235168,CNc1ccc(C(=O)O)cn1
CHEMBL3769507,CCn1cc(-c2cccc(C(F)(F)F)c2)c2sc(C(=N)NC3CCS(=O)(=O)CC3)cc2c1=O
CHEMBL5079207,Cc1cc(OC2CCS(=O)(=O)CC2)cc(C)c1-c1cccc(COc2ccc(C(=O)O)c(F)c2)c1
CHEMBL60421,Cl.Cl.NCCCCNC(=O)CCCN
CHEMBL3954951,CN(C)C(=O)Cc1c(-c2ccc(F)cc2)nc2ccc(F)cn12
CHEMBL4247210,O=C(C12CC3CC(CC(C3)C1)C2)C(F)(F)C(NS(=O)(=O)c1ccccc1)c1ccccc1
CHEMBL4238634,CC(C)(C)OC(=O)NC(c1ccccc1)C(F)(F)C(=O)c1ccc2ccccc2c1
CHEMBL4246158,O=C(C12CC3CC(CC(C3)C1)C2)C(F)(F)C(O)c1ccc(Cl)cc1
CHEMBL1094209,OC(c1ccnc(Cl)c1)(c1ccc2c(cnn2-c2ccc(F)cc2)c1)C(F)(F)F
CHEMBL3322878,Nc1cc(-c2ccccc2)c(C(=O)O)cn1
CHEMBL4781406,COc1ccc2cnc3c(C(=O)NCc4cccs4)cnn3c2c1
CHEMBL5071286,CC[C@@H]1CN2CC[C@@]3(O)C(=Nc4cccc(-c5ccoc5)c43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
CHEMBL211176,NCCc1nonc1O
CHEMBL4249205,O=C1c2ccccc2C(=O)N1CC(O)C(F)(F)C(=O)C12CC3CC(CC(C3)C1)C2
CHEMBL4205630,CCOC(=O)C1=C(CC)NC(=S)NC1c1cccc(O)c1
CHEMBL5081682,Cc1ccc2nc(-c3cccs3)c(NC(=O)c3ccc(Cl)cc3)n2c1
CHEMBL4630644,O=C(N1CCS(=O)(=O)CC1)N1C[C@H](c2ccc(OC(F)(F)F)cc2)C[C@H](c2nc(C3CC3)no2)C1
CHEMBL578211,CN1C(=O)CC[C@H]1c1cccnc1
CHEMBL4785891,COc1ccc2cnc3c(C(=O)NCc4ccco4)cnn3c2c1
CHEMBL1800285,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1
CHEMBL4088216,CN1C(=O)[C@@H](N2CCc3cn(Cc4ccccc4)nc3C2=O)COc2ccccc21
CHEMBL4761795,COc1ccc2cnc3c(C(=O)Nc4ccccc4)cnn3c2c1
CHEMBL4238315,O=C(c1ccc(Cl)cc1)C(F)(F)C(NCc1ccccc1)c1ccccc1
CHEMBL4238712,O=C(c1ccc2ccccc2c1)C(F)(F)C(NS(=O)(=O)c1ccccc1)c1ccccc1
CHEMBL5094124,O=C(Nc1c(-c2cccs2)nc2ccc(Br)cn12)c1ccc(Oc2ccccc2)cc1
CHEMBL4585243,O=C(O)[C@H]1[C@H](Cn2nnc3ccccc3c2=O)CC[C@@H]1C(=O)c1ccc(OCCC2CCOCC2)cc1
CHEMBL5074977,CC[C@@H]1CN2CC[C@@]3(O)C(=Nc4cccc(C)c43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
CHEMBL5088545,O=C(Nc1c(-c2cccs2)nc2ccc(-c3cccs3)cn12)c1ccccc1
CHEMBL5089175,O=C(Nc1c(-c2cccs2)nc2ccc(Br)cn12)c1ccccc1
CHEMBL2048623,Cc1cc(OC2CCS(=O)(=O)CC2)cc(C)c1-c1cccc(COc2ccc(CCC(=O)O)c(F)c2)c1
CHEMBL5087705,O=C(Nc1c(-c2cccs2)nc2ccc(-c3ccccc3)cn12)c1ccccc1
CHEMBL5086786,CC[C@@H]1CN2CC[C@@]3(O)C(=Nc4cccc(-c5ccccc5)c43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
CHEMBL4537788,O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1ccc2c(c1)C1(CCS(=O)(=O)CC1)[C@H](C1CC1)N2S(=O)(=O)c1ccc(F)cc1
CHEMBL4248377,C/C=C/C=C/C(NCc1ccccc1)C(F)(F)C(=O)c1ccc2ccccc2c1
CHEMBL4244129,O=C(c1ccc2ccccc2c1)C(F)(F)C(NCc1ccccc1)c1ccccc1
CHEMBL4793451,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)O[C@@H](C)OC(=O)[C@H]1[C@@H]2C[C@H](F)[C@@](N)(C(=O)O)[C@@H]21
CHEMBL306422,Cc1cc(-c2nnc3c4ccccc4c(OCc4cn(C)nn4)nn23)no1
CHEMBL5076944,O=C(Nc1c(-c2cccs2)nc2cc(Br)ccn12)c1ccc(Cl)cc1
CHEMBL5091099,O=C(Nc1c(C2CCCC2)nc2ccc(Br)cn12)c1ccccc1
CHEMBL4778552,COc1ccc(Nc2cc3c(cn2)ncn3CC2CC2)c(OC)c1
CHEMBL5090382,O=C(Nc1c(-c2cccs2)nc2ccc(C(F)(F)F)cn12)c1ccc(Cl)cc1
